Date,Forecast_Vol,Realized_Vol,Std_Residuals
2019-02-14,0.1334235972891213,0.09289216322380478,-0.0037694266126912
2019-02-15,0.09791626019987844,0.11490527890178445,-0.14109232651507905
2019-02-18,0.11467264580778119,0.20004882273011687,0.23089784963220336
2019-02-19,0.17825703224627598,0.25028723484504795,0.002624855814411542
2019-02-20,0.2127092725796161,0.2552864259311879,0.00949817649712675
2019-02-21,0.2164148290679842,0.23189418305058399,-0.015787416174759535
2019-02-22,0.1996647707739787,0.23550572107831658,0.09451830125049893
2019-02-25,0.20179186313353417,0.20675637611965325,0.27005554851771074
2019-02-26,0.18255723384818467,0.38002472969084566,-0.03668697641970983
2019-02-27,0.3017143518317662,0.3995798715836913,0.013839116780506304
2019-02-28,0.3167558996856674,0.3961083954460135,-0.013785190203904703
2019-03-01,0.31707726952904597,0.3987108608183407,0.05638330139458952
2019-03-04,0.3208946431174411,0.3978965737015199,0.03474772331368718
2019-03-05,0.3220935238119932,0.1640676306886211,0.027230688240561227
2019-03-06,0.15821769568990848,0.1315059974122476,0.09825647529186479
2019-03-07,0.13414845454146804,0.13789841758047175,0.010371089057966137
2019-03-08,0.14215863294376246,0.10204111521622163,-0.3162319523113038
2019-03-11,0.11440837403730332,0.3930919738447933,0.1665482173394652
2019-03-12,0.34681262440948785,0.41278047617194297,0.031560294888961685
2019-03-13,0.35926085516391065,0.41598067423815477,-0.030505359051007288
2019-03-14,0.3593682049562641,0.39730743337517505,-0.03354036373387252
2019-03-15,0.3449276597079707,0.3953453920231685,0.02995984403913939
2019-03-18,0.34237083699777554,0.22380458994529312,0.0712954760036385
2019-03-19,0.2185989893827226,0.24910425576052497,-0.00804826523799448
2019-03-20,0.2417958565150723,0.24479899085524962,-0.00044852820752410154
2019-03-21,0.2411875051648092,0.21943178162742824,0.014483448521057552
2019-03-22,0.22302327992660548,0.16900661609622558,0.00389285993354154
2019-03-25,0.18298198632410131,0.17154959582836138,-0.10867473375824209
2019-03-26,0.18560039033408235,0.14870478266738335,-0.08195339909900759
2019-03-27,0.16628614857752005,0.1682817971769778,0.051198501691795226
2019-03-28,0.18572278475518902,0.196593832601438,-0.04970763261675238
2019-03-29,0.20972826418743776,0.1846177340468717,0.1501521364956146
2019-04-01,0.19800174424354341,0.3341629607866435,0.12842866732811561
2019-04-02,0.31261845756752976,0.3264269723506347,0.006513217781605472
2019-04-03,0.30107331984423596,0.26585050957029827,0.041014630880143135
2019-04-04,0.25186555809001626,0.26439240580992074,0.03719970405495455
2019-04-08,0.2507142236816489,0.19133256338897683,-0.002164062966031629
2019-04-09,0.1935937247516169,0.1623102920989119,-0.008198482603935783
2019-04-10,0.17189207196582726,0.09840470689910989,0.0040674960777677275
2019-04-11,0.11698880093858612,0.10079249687510533,-0.13813143919050222
2019-04-12,0.11974715151366298,0.1460777278068154,-0.003498052884823591
2019-04-15,0.1620866839936798,0.11217986859612601,-0.0210073916035727
2019-04-16,0.13032667142907373,0.10905910694292142,0.18090196904750266
2019-04-17,0.12642869885823235,0.22805751267869395,0.023109665452161084
2019-04-18,0.22304134635520342,0.22850517118311228,-0.017782967127766777
2019-04-19,0.21976613018883684,0.1813251190371725,0.02874375538335742
2019-04-22,0.18079101089995156,0.17786083386206275,-0.09509874855862074
2019-04-23,0.17604682534738614,0.2365840237334338,-0.02913648663631386
2019-04-24,0.2191407899271902,0.14373669838272382,0.0043064801335130146
2019-04-25,0.1474950665342849,0.138850206978979,-0.1667618542283377
2019-04-26,0.14454076812466707,0.2028489194151819,-0.08339165255290724
2019-05-06,0.196493971981309,0.1586679508336468,-0.3056976817284729
2019-05-07,0.16138578647750146,0.3847163122354716,0.04233768834150274
2019-05-08,0.32822595757759154,0.4217868307996641,-0.034166328956166475
2019-05-09,0.3502903511351981,0.3958009628744262,-0.04254177804253581
2019-05-10,0.3281259379758733,0.3950304460612668,0.09291385267067044
2019-05-13,0.3252243542720681,0.5297544031624644,-0.0373616888742265
2019-05-14,0.41098947985257306,0.3044704932979997,-0.01690278715129148
2019-05-15,0.2637762288994495,0.30013345840535965,0.07171402468063419
2019-05-16,0.2638832501963233,0.3231770848271238,0.02190133946027217
2019-05-17,0.28355890189892735,0.28131822100029075,-0.08870130802403721
2019-05-20,0.25721585112906287,0.26837914809679975,-0.01580136371389158
2019-05-21,0.2536261698691919,0.25870295523142545,0.04827614148897327
2019-05-22,0.24803522584044474,0.27246471471201283,-0.01983820926029989
2019-05-23,0.26091379397516984,0.22516449890839785,-0.05229810283467781
2019-05-24,0.22624460547217118,0.21836479652064916,0.0007440492530505604
2019-05-27,0.22167128784861317,0.1497578474102167,0.06184659993909653
2019-05-28,0.1643498370931739,0.1839126588629317,0.036772053834948734
2019-05-29,0.19537680372750807,0.1654578134270747,0.00840981749705036
2019-05-30,0.1810977268640546,0.15891496752109666,-0.016869922504015616
2019-05-31,0.1758856964470418,0.10288447561378147,-0.013926320008877805
2019-06-03,0.12510360429793663,0.10998226718125281,-0.023791861434796262
2019-06-04,0.13244393482288022,0.06314475060960843,-0.07298203086250016
2019-06-05,0.08516520312191143,0.06440850200352613,-0.003536949183109728
2019-06-06,0.08742740525324817,0.05592692013448386,-0.13518579322555563
2019-06-10,0.07806776960407574,0.07936053705203126,0.1097468348811148
2019-06-11,0.10270351695174657,0.1287254147144893,0.24802669748588788
2019-06-12,0.14984917137779494,0.24146279746175808,-0.03736623214698992
2019-06-13,0.24040880224309508,0.2300629949820626,0.001945505854598996
