Date,Position,Strategy_Return,Equity,BuyHold_Return,BuyHold_Equity
2019-03-15,0.0,0.0,1.0,0.010333979189234585,1.0103339791892345
2019-03-18,0.0,0.0,1.0,0.024409492506475294,1.0349957188832914
2019-03-19,0.0,-0.0,1.0,-0.001759342727792343,1.033174806691978
2019-03-20,0.0,-0.0,1.0,-0.00010845226659474229,1.0330627565424035
2019-03-21,0.0,0.0,1.0,0.0034932269598113015,1.0366714792147345
2019-03-22,0.0,0.0,1.0,0.000868198429601901,1.0375715157650018
2019-03-25,0.0,-0.0,1.0,-0.019885519733073342,1.016938866913782
2019-03-26,0.0,-0.0,1.0,-0.015210583681514633,1.0014706331796053
2019-03-27,0.0,0.0,1.0,0.00851360217125329,1.0099967557366896
2019-03-28,0.0,-0.0,1.0,-0.009231840450247442,1.000672626832461
2019-03-29,0.0,0.0,1.0,0.031491148452781836,1.0321849570766772
2019-04-01,0.0,0.0,1.0,0.02542910142612734,1.058432493040703
2019-04-02,0.0,0.0,1.0,0.0020361521618190884,1.0605876226495474
2019-04-03,0.0,0.0,1.0,0.01234841149141692,1.0736841950367277
2019-04-04,0.0,0.0,1.0,0.009369324594581608,1.0837438907720989
2019-04-08,0.0,-0.0,1.0,-0.0005425613881674561,1.0831558931823035
2019-04-09,0.0,-0.0,1.0,-0.0015871748665920893,1.0814367353720435
2019-04-10,0.0,0.0,1.0,0.0006991703691953311,1.082192843893575
2019-04-11,0.0,-0.0,1.0,-0.01615983282413247,1.0647047884527825
2019-04-12,0.0,-0.0,1.0,-0.00041888190378230525,1.0642588028840294
2019-04-15,0.0,-0.0,1.0,-0.0034050186544536862,1.0606349818070429
2019-04-16,0.0,0.0,1.0,0.023576353289946034,1.085640886849801
2019-04-17,0.22510010188355378,0.0006576806323763146,1.0006576806323764,0.002921725165262424,1.088812831149348
2019-04-18,0.38685070399839255,-0.0015343803026009956,0.9991222911975677,-0.0039663371081970974,1.0844942324132791
2019-04-19,0.5089453691792925,0.003214959127483055,1.0023344285271252,0.00631690417513256,1.0913448785579176
2019-04-22,0.6030631956724686,-0.010368465425633695,0.9919417586600193,-0.01719299983822084,1.0725813862374283
2019-04-23,0.6850020859270148,-0.0035136402913685375,0.9884564321301005,-0.005129386265464463,1.0670797020062692
2019-04-24,0.5476696192118451,0.000516849785953139,0.9889673156254709,0.0009437255013285947,1.0680867323330026
2019-04-25,0.4379234153383283,-0.010771406255506816,0.978314746895451,-0.02459655245240793,1.041815480997453
2019-04-26,0.3502029914894807,-0.004221169778956053,0.9741851142515489,-0.012053494349099091,1.0292579639844461
2019-05-06,0.2800755796606302,-0.016823511234799072,0.9577959000371639,-0.060067754765282484,0.9674327490136144
2019-05-07,0.22400493405072086,0.001530558860994189,0.9592618630389896,0.006832701554009647,0.9740429282611996
2019-05-08,0.1791684240976053,-0.002009244226437586,0.9573344716790368,-0.011214276380212024,0.9631197416574876
2019-05-09,0.14331201257729137,-0.002135631999083184,0.9552899575474937,-0.014901974793853308,0.9487673555438452
2019-05-10,0.11463506912400058,0.0034949304782089926,0.9586286295356534,0.030487445987654366,0.9776928490508378
2019-05-13,0.09169875122331124,-0.001114225245873408,0.9575605013152078,-0.012150931512251113,0.9658129702020034
2019-05-14,0.17920398134681836,-0.0012449063799068328,0.9563684281379737,-0.006946867868395911,0.959103595112427
2019-05-15,0.14335387785846868,0.0027117472808790666,0.9589618576224955,0.018916455706599982,0.977246435787412
2019-05-16,0.24080008127868496,0.001391679233495652,0.9602964249254631,0.005779396859443004,0.9828943307693037
2019-05-17,0.33468905531949134,-0.00841811464472,0.9522125395275258,-0.025152046387307583,0.9581725269679725
2019-05-20,0.2677423455115028,-0.0010882016474637545,0.9511763402732764,-0.00406436137468215,0.9542781675590823
2019-05-21,0.21418818155368036,0.0026225400882690067,0.9536708383566559,0.012244093344672892,0.9659624385194591
2019-05-22,0.31990313271222726,-0.0015741073292637254,0.9521696581002935,-0.004920574912530578,0.9612093479780334
2019-05-23,0.2559181515776162,-0.003492079173499362,0.9488446062676035,-0.013645296951280401,0.9480933609925265
2019-05-24,0.2047317344084628,3.446395405382505e-05,0.9488773072045182,0.00016833713714878022,0.9482529603146658
2019-05-27,0.16378360398414732,0.0022454103301701306,0.9510079261121792,0.013709616076023489,0.9612531443435326
2019-05-28,0.3017172254847425,0.0018234224478424431,0.9527420153127282,0.0060434814250757835,0.9670624598661685
2019-05-29,0.4169076135297744,0.0006850139568629996,0.9533946568905072,0.001643083346603546,0.9686514240890999
2019-05-30,0.5222719037032685,-0.0015955953928840252,0.9518734247683724,-0.0030551047865492132,0.9656920924868675
2019-05-31,0.6115031984509895,-0.0014978407814763882,0.9504476699339508,-0.0024494406329690463,0.9633266870365933
