Strategy,Return_crisis,Sharpe_crisis,Drawdown_crisis
Static,0.13581826051425278,0.6272825548300339,0.22869096089976812
Vol-managed,0.18110913405621468,0.7775930196700861,0.23067707819962002
Regime-based,0.10321851369215508,0.7718235411994117,0.1422478648002247
