Date,Close,High,Low,Open,Volume,Log_Return,RV,Regime_Prob,Regime_Label,Regime_1_Prob,Regime_0_Prob
2015-01-06,3351.446044921875,3394.22412109375,3303.18408203125,3330.799072265625,501700,0.0002766358663108313,7.652740252954412e-08,0.0,0,0.0,1.0
2015-01-07,3373.9541015625,3374.89599609375,3312.2109375,3326.64892578125,391900,0.0066934725622939395,4.48025749421818e-05,0.0,0,0.0,1.0
2015-01-08,3293.4560546875,3381.56591796875,3285.094970703125,3371.95703125,371100,-0.024147894497047236,0.0005831208086405242,0.0,0,0.0,1.0
2015-01-09,3285.412109375,3404.833984375,3267.509033203125,3276.965087890625,410200,-0.0024453900337936046,5.979932417377087e-06,0.0,0,0.0,1.0
2015-01-12,3229.31591796875,3275.18505859375,3191.58203125,3258.212890625,322100,-0.017221771231362405,0.00029658940434538176,0.2,0,0.2,0.8
2015-01-13,3235.301025390625,3259.385986328125,3214.412109375,3223.5419921875,230700,0.0018516515933939379,3.428613623318309e-06,0.4,0,0.4,0.6
2015-01-14,3222.43701171875,3268.48291015625,3193.97802734375,3242.3369140625,240200,-0.00398406705679192,1.5872790313014633e-05,0.6,0,0.6,0.4
2015-01-15,3336.455078125,3337.083984375,3207.544921875,3224.070068359375,282500,0.03477098026104799,0.001209021068314189,0.8,1,0.8,0.19999999999999996
2015-01-16,3376.4951171875,3400.318115234375,3340.489990234375,3343.60302734375,339900,0.01192933441620302,0.00014230901961360585,1.0,1,1.0,0.0
2015-01-19,3116.35107421875,3262.20703125,3095.06591796875,3189.72705078125,401100,-0.0801754340187447,0.006428100220094085,1.0,1,1.0,0.0
2015-01-20,3173.052001953125,3190.2451171875,3100.47705078125,3114.56005859375,357100,0.018031111461958446,0.00032512098055356925,1.0,1,1.0,0.0
2015-01-21,3323.611083984375,3337.00390625,3178.343017578125,3189.0849609375,411000,0.04635796637805933,0.002149061046709279,1.0,1,1.0,0.0
2015-01-22,3343.343994140625,3352.384033203125,3293.97802734375,3327.319091796875,353400,0.005919634240363628,3.504206953968547e-05,1.0,1,1.0,0.0
2015-01-23,3351.763916015625,3406.785888671875,3328.29296875,3357.095947265625,366200,0.002515247379734835,6.326469381262954e-06,1.0,1,1.0,0.0
2015-01-26,3383.181884765625,3384.798095703125,3321.31494140625,3347.257080078125,317500,0.009329903337783153,8.704709629237721e-05,1.0,1,1.0,0.0
2015-01-27,3352.9599609375,3390.216064453125,3290.218994140625,3389.85302734375,374500,-0.008973126546818325,8.051700002521575e-05,1.0,1,1.0,0.0
2015-01-28,3305.738037109375,3354.802001953125,3294.655029296875,3325.721923828125,301900,-0.014183768512125845,0.00020117928920557258,1.0,1,1.0,0.0
2015-01-29,3262.304931640625,3286.785888671875,3234.240966796875,3258.9970703125,274700,-0.01322577784213639,0.00017492119952954588,1.0,1,1.0,0.0
2015-01-30,3210.363037109375,3288.5029296875,3210.30810546875,3273.7470703125,258300,-0.01604995337345343,0.00025760100329002915,1.0,1,1.0,0.0
2015-02-02,3128.300048828125,3175.134033203125,3122.572021484375,3148.135986328125,250900,-0.02589428479869416,0.0006705139852358834,0.8,1,0.8,0.19999999999999996
2015-02-03,3204.906982421875,3207.93505859375,3129.73193359375,3156.0859375,248200,0.02419332568508801,0.0005853170077047392,0.6,0,0.6,0.4
2015-02-04,3174.1259765625,3238.98193359375,3171.14404296875,3212.822021484375,249100,-0.009650755831285973,9.31370881151002e-05,0.4,0,0.4,0.6
2015-02-05,3136.531005859375,3251.2119140625,3135.819091796875,3251.2119140625,306100,-0.011914897472728414,0.00014196478178562995,0.2,0,0.2,0.8
2015-02-06,3075.906982421875,3129.5390625,3052.93896484375,3120.090087890625,246700,-0.019517602600833052,0.0003809368112840451,0.0,0,0.0,1.0
2015-02-09,3095.1240234375,3119.033935546875,3049.111083984375,3063.510009765625,206100,0.0062281661254038004,3.879005328562739e-05,0.0,0,0.0,1.0
2015-02-10,3141.593017578125,3142.09912109375,3084.2529296875,3090.489990234375,193800,0.014902024183734134,0.00022207032477259697,0.0,0,0.0,1.0
2015-02-11,3157.7041015625,3166.4208984375,3139.052001953125,3145.764892578125,172800,0.005115211684429426,2.6165390576523327e-05,0.0,0,0.0,1.0
2015-02-12,3173.416015625,3181.76611328125,3134.243896484375,3157.958984375,194600,0.004963401744835127,2.463535688063238e-05,0.0,0,0.0,1.0
2015-02-13,3203.826904296875,3237.158935546875,3182.7939453125,3186.80810546875,261300,0.00953738773084287,9.096176472843211e-05,0.0,0,0.0,1.0
2015-02-16,3222.363037109375,3228.845947265625,3195.884033203125,3206.136962890625,223800,0.005768949996676072,3.328078406414885e-05,0.0,0,0.0,1.0
2015-02-17,3246.906005859375,3255.72509765625,3230.77197265625,3230.884033203125,228300,0.0075875918391814495,5.757154991801293e-05,0.0,0,0.0,1.0
2015-02-25,3228.843017578125,3257.222900390625,3215.552001953125,3256.47900390625,233300,-0.0055786705326460306,3.1121564911813145e-05,0.0,0,0.0,1.0
2015-02-26,3298.35888671875,3300.615966796875,3202.18798828125,3222.15087890625,301300,0.021301163545547817,0.00045373956839417525,0.0,0,0.0,1.0
2015-02-27,3310.302978515625,3324.5458984375,3291.007080078125,3296.8310546875,299200,0.0036146817753699247,1.306592433719147e-05,0.0,0,0.0,1.0
2015-03-02,3336.284912109375,3336.760009765625,3298.6689453125,3332.720947265625,346400,0.007818166663525947,6.112372997866845e-05,0.0,0,0.0,1.0
