Date,Forecast_Vol,Realized_Vol
2019-02-14,0.18789505431365225,0.1916800016455512
2019-02-15,0.18280542802016844,0.19473655864709116
2019-02-18,0.18454156678435685,0.25304253968833845
2019-02-19,0.20483082454251633,0.24847370798818705
2019-02-20,0.22259353226648795,0.21256213503147126
2019-02-21,0.2254988647467421,0.2139117829405547
2019-02-22,0.20891620953613624,0.23257021708720096
2019-02-25,0.2055945447366568,0.4104002256151906
2019-02-26,0.2647151332787681,0.41313201404365174
2019-02-27,0.3220055326185013,0.41394569058190805
2019-02-28,0.3711074019921033,0.4143955326025276
2019-03-01,0.3627413362675906,0.4121678918533409
2019-03-04,0.3491857168804091,0.1627126687262712
2019-03-05,0.28983615030806387,0.1676061018207664
2019-03-06,0.23825043895149509,0.19847808587296253
2019-03-07,0.1949122655227645,0.19629097120696962
2019-03-08,0.19541197778962774,0.35253064574732573
2019-03-11,0.2621634864459459,0.36920258810262574
2019-03-12,0.3275089894938174,0.37211764055630997
2019-03-13,0.39487301007956255,0.36379189319610006
2019-03-14,0.3964869441607642,0.3735896820588647
2019-03-15,0.3916888248447512,0.2075935079254312
2019-03-18,0.3315921570310025,0.23414868811746167
2019-03-19,0.27884717173894563,0.22123173497183712
2019-03-20,0.22190826515789308,0.20710052581703145
2019-03-21,0.2206972342891661,0.19021928486577616
2019-03-22,0.2077679826329398,0.1756106304395626
2019-03-25,0.20070905449453624,0.14401203520251957
2019-03-26,0.18524230687543683,0.17956642605380696
2019-03-27,0.1801738634898763,0.18946390746409664
2019-03-28,0.1816185287941728,0.1989396745354476
2019-03-29,0.1931837068831046,0.2991994363084825
2019-04-01,0.22822519230177382,0.31965770759254203
2019-04-02,0.27424260659973204,0.30121315813204885
2019-04-03,0.29671669011835394,0.30783349329012993
2019-04-04,0.2860057498068676,0.30804277430301585
2019-04-08,0.2606732848757492,0.21195256232546938
2019-04-09,0.24204712627163513,0.1116254311618201
2019-04-10,0.1981126536206056,0.11079675189484518
2019-04-11,0.15621463251548232,0.13323749295822288
2019-04-12,0.1372490608896698,0.11548483429352524
2019-04-15,0.13787788784674362,0.11792478883736131
2019-04-16,0.13840507369854402,0.2044354457188252
2019-04-17,0.15426960907873383,0.2054250531423992
2019-04-18,0.1759737786886907,0.17271615665425147
2019-04-19,0.19014329664816712,0.17841847637328334
2019-04-22,0.1828466610084465,0.21481854975285078
2019-04-23,0.18857130707498126,0.13949374264073833
2019-04-24,0.18008727765129148,0.13810558600541564
2019-04-25,0.17006542079848344,0.22084334817989018
2019-04-26,0.17265944773234806,0.23255775669211382
2019-05-06,0.20355292517646362,0.4701435105588114
2019-05-07,0.3042091083575226,0.4712343694560925
2019-05-08,0.37735804940632006,0.4778653027296931
2019-05-09,0.45178080583363817,0.4572264230637327
2019-05-10,0.41571147759455984,0.49857753944968775
2019-05-13,0.4265931455333687,0.2723432861977678
2019-05-14,0.35427228387559023,0.27248881249475265
2019-05-15,0.32253007164241804,0.29316650037803865
2019-05-16,0.2523807889300658,0.2764737939464471
2019-05-17,0.2519393805279076,0.24794368090343955
2019-05-20,0.2505610061641834,0.23423772816752564
2019-05-21,0.23903681561757636,0.24493043761270272
2019-05-22,0.23905227260487938,0.20778945888095815
2019-05-23,0.2267268583888894,0.22555977332817434
2019-05-24,0.22630327001511688,0.13781987338533558
2019-05-27,0.19772206854858762,0.16623663343010409
2019-05-28,0.1882073540168153,0.14805253435062943
2019-05-29,0.16438624488153886,0.14434448816810763
2019-05-30,0.16235725698732748,0.1091859143730038
2019-05-31,0.14605512632715742,0.11055552255501673
2019-06-03,0.13583261133753652,0.0565346732497386
2019-06-04,0.12495778804073708,0.07787396353217478
2019-06-05,0.11588180274707581,0.07702506918812098
2019-06-06,0.1079054913523735,0.11181543706396552
2019-06-10,0.11433724828175391,0.12609493763185237
2019-06-11,0.12706495978376586,0.21944753276427836
2019-06-12,0.16712263939924224,0.21219894052144372
2019-06-13,0.19062992369082768,0.21221414347169879
2019-06-14,0.21009208014630354,0.20728348464268878
2019-06-17,0.2070619166500927,0.19864541882022416
2019-06-18,0.19922075621182503,0.08243206774877147
2019-06-19,0.1679202749539723,0.09890626606353953
2019-06-20,0.13184345396979782,0.19378781196048725
2019-06-21,0.1364040714646566,0.1839107118874787
2019-06-24,0.16310017428859472,0.18396273958153775
2019-06-25,0.18959534722717097,0.1939667850093343
2019-06-26,0.19067519517829726,0.18233467153377095
2019-06-27,0.18757985237594785,0.08854612120467138
2019-06-28,0.16050695030282472,0.09171216890374653
2019-07-01,0.12868476358493605,0.1800570866999591
2019-07-02,0.1311591068001248,0.16913280542812678
2019-07-03,0.15371352175131867,0.18147263584021875
2019-07-04,0.17839651967225756,0.17638957768355237
2019-07-05,0.17590806266301853,0.17172451720086027
2019-07-08,0.17639546260853942,0.19927855353879514
2019-07-09,0.18223451378035924,0.19965352887716348
2019-07-10,0.1882650385843154,0.19060820570928086
2019-07-11,0.1964475689444619,0.1892341782127632
2019-07-12,0.19047442143217083,0.1912737023216853
2019-07-15,0.1912548524220661,0.054159072360737394
2019-07-16,0.16029331951724263,0.053855183407727096
2019-07-17,0.13494064661982194,0.04603742772280382
2019-07-18,0.10160879044966847,0.08717537276428447
2019-07-19,0.10273753742075149,0.0989123052295781
2019-07-22,0.10495537129066772,0.13139514029210295
2019-07-23,0.12265153374587619,0.13474029481884453
2019-07-24,0.13662686780268116,0.14556052572877926
2019-07-25,0.14962284463523354,0.12975192372577865
2019-07-26,0.14782927471022386,0.11826999212280397
2019-07-29,0.1417968376024722,0.07607434553982977
2019-07-30,0.12346696362324716,0.07429937418502829
2019-07-31,0.10623226425491267,0.06760777844271953
2019-08-01,0.09494686723071129,0.08208019844536459
2019-08-02,0.09534623758918102,0.12867855635595013
2019-08-05,0.1118713186722362,0.17280286118134702
2019-08-06,0.142258130347674,0.20380014824709206
2019-08-07,0.18281815426141823,0.1994033412466605
2019-08-08,0.21171870693556247,0.20197006337740642
2019-08-09,0.2245967897669445,0.18226121624314195
2019-08-12,0.21588086977722,0.17404622379782525
2019-08-13,0.19346443201349847,0.1410153243441445
2019-08-14,0.16059323486251242,0.14226581642570882
2019-08-15,0.1377502408223731,0.12720807006105608
2019-08-16,0.12365552836978727,0.1184944755333212
2019-08-19,0.1202681552780414,0.15920620662766347
2019-08-20,0.13015558069367686,0.15294742374514936
2019-08-21,0.1396253377501461,0.15007666744949477
2019-08-22,0.14843484547618604,0.14926212152170726
2019-08-23,0.143010607339526,0.15182945183208002
2019-08-26,0.14172563574018074,0.09089913421355993
2019-08-27,0.13302427109978,0.13133693563630897
2019-08-28,0.13443539085670078,0.13294811087633357
2019-08-29,0.13357589521852364,0.13291014328762835
2019-08-30,0.14131065631657894,0.12890576967941064
2019-09-02,0.13953850321598232,0.13496244807517552
2019-09-03,0.14151772736492504,0.09687448393552386
2019-09-04,0.1298553554746895,0.11523943637967786
2019-09-05,0.12495807778055339,0.1336086218968567
2019-09-06,0.1227845297150811,0.1370449741526787
2019-09-09,0.13331824468969256,0.11717369739124936
2019-09-10,0.13342605531416094,0.11655005427099706
2019-09-11,0.1248762652217437,0.1005639177498027
2019-09-12,0.11285546168511629,0.09095893096451792
2019-09-16,0.10384997701904593,0.08492637357756389
2019-09-17,0.09700511479934561,0.13844928876465154
2019-09-18,0.11205030505079294,0.13936039651179877
2019-09-19,0.12609849402484322,0.14005099430522389
2019-09-20,0.14229034708882626,0.13084899167483927
2019-09-23,0.13829021714608722,0.14824759480780056
2019-09-24,0.14108545163759434,0.08305276359657682
2019-09-25,0.12694195607790146,0.10810120431623434
2019-09-26,0.1258869928680473,0.12116533564348608
2019-09-27,0.12270061446340401,0.12020551717947459
2019-09-30,0.13389889601623053,0.11789352169125307
2019-10-08,0.1360049821930559,0.11802594799756955
2019-10-09,0.13427464021885693,0.09784500125657565
2019-10-10,0.12824239164198648,0.09266359308373326
2019-10-11,0.11572982672898587,0.11136779093783954
2019-10-14,0.11325130423105001,0.12122037539824392
2019-10-15,0.11781364629041612,0.12594827051677385
2019-10-16,0.12713656606466453,0.12637454912466883
2019-10-17,0.1258991890452362,0.11370664556189845
2019-10-18,0.11865448237382285,0.13381327727423778
2019-10-21,0.12300181727657744,0.10639765157530233
2019-10-22,0.11680232192174465,0.10487119607058985
2019-10-23,0.11658584895523544,0.1052651175960233
2019-10-24,0.10477456832196552,0.1052272799355595
2019-10-25,0.10483440472040724,0.05798649505045764
2019-10-28,0.08731829117668331,0.08343413727015138
2019-10-29,0.07514584130133296,0.09761387720305134
2019-10-30,0.07372045631260087,0.09932743976713582
2019-10-31,0.0885964669885611,0.10236857366382947
2019-11-01,0.09860713443427825,0.11949922774495025
2019-11-04,0.10773087937054666,0.11126629341290399
2019-11-05,0.11367349381905417,0.10005466760577712
2019-11-06,0.11322837873491591,0.09838331656966355
