Market,Model_Type,MSE,RMSE,QLIKE,Correlation
SSE_Composite,GARCH,0.0054841386028316,0.0740549701426696,0.1814006283970474,
SSE_Composite,HYBRID,0.0019943811640011,0.0446584948694108,0.0320470416986401,0.8785943968748317
SSE_Composite,RF_ML,0.0028754134967547357,0.053622882212305,0.043855693309914824,0.8033723891743961
