Forecast_Vol,Realized_Vol
0.16065932580138675,0.09289216322380478
0.14036084411002345,0.11490527890178445
0.14960710629606902,0.20004882273011687
0.19154392839439616,0.25028723484504795
0.21765140242305203,0.2552864259311879
0.22095684690736317,0.23189418305058399
0.20429049015505746,0.23550572107831658
0.2036932039350955,0.20675637611965325
0.2236361835634764,0.38002472969084566
0.31185994222513375,0.3995798715836913
0.3439316508388853,0.3961083954460135
0.3399093028983183,0.3987108608183407
0.3350401799989251,0.3978965737015199
0.3059648370600285,0.1640676306886211
0.19823406732070178,0.1315059974122476
0.16453036003211627,0.13789841758047175
0.16878530536669512,0.10204111521622163
0.1882859302416246,0.3930919738447933
0.3371608069516526,0.41278047617194297
0.37706693262173663,0.41598067423815477
0.3779275745585141,0.39730743337517505
0.36830824227636094,0.3953453920231685
0.336981497014389,0.22380458994529312
0.24872308056083411,0.24910425576052497
0.2318520608364827,0.24479899085524962
0.23094236972698765,0.21943178162742824
0.21539563127977263,0.16900661609622558
0.1918455204093188,0.17154959582836138
0.1854213486047596,0.14870478266738335
0.17323000603369818,0.1682817971769778
0.18367065677468092,0.196593832601438
0.20145598553527116,0.1846177340468717
0.21311346827265862,0.3341629607866435
0.2934305320836309,0.3264269723506347
0.29889500498129495,0.26585050957029827
0.26893565394844193,0.26439240580992074
0.25569375427869906,0.19133256338897683
0.217820425511626,0.1623102920989119
0.1850023627932164,0.09840470689910989
0.13660171672703422,0.10079249687510533
0.12849810620166638,0.1460777278068154
0.1499822859202117,0.11217986859612601
0.13436587256380889,0.10905910694292142
0.14034915396848308,0.22805751267869395
0.19950756252194707,0.22850517118311228
0.20495471341850197,0.1813251190371725
0.181818835954199,0.17786083386206275
0.1823090662111837,0.2365840237334338
0.19961403378924084,0.14373669838272382
0.15878024366638416,0.138850206978979
0.15860010792850757,0.2028489194151819
0.20002344857888632,0.1586679508336468
0.23279744741751202,0.3847163122354716
0.35279200349195583,0.4217868307996641
0.4010355784844181,0.3958009628744262
0.3719187077852166,0.3950304460612668
0.3759087499027184,0.5297544031624644
0.3826308818640817,0.3044704932979997
0.2931531502709338,0.30013345840535965
0.25813201956319454,0.3231770848271238
0.2677491412134175,0.28131822100029075
0.25388842864662314,0.26837914809679975
0.24633149274338412,0.25870295523142545
0.24354374922266206,0.27246471471201283
0.24382032618202962,0.22516449890839785
0.22627393774364402,0.21836479652064916
0.20969667819860038,0.1497578474102167
0.1762785955549946,0.1839126588629317
0.17988152430452348,0.1654578134270747
0.17172749192569103,0.15891496752109666
0.1609704113870996,0.10288447561378147
0.13046810781773657,0.10998226718125281
0.12870086143180864,0.06314475060960843
0.10052350293449362,0.06440850200352613
0.09766644830281083,0.05592692013448386
0.09620250894291482,0.07936053705203126
0.11488423836775621,0.1287254147144893
0.1584859053885186,0.24146279746175808
0.2155193629669614,0.2300629949820626
0.2157808454190966,0.2293759601311287
0.21119547261826277,0.2217439502933359
0.20234254968240076,0.2177104250588728
0.1837005534196942,0.08130051542350378
0.11068774606938567,0.11010338239358704
0.12570795166834556,0.19618575717766285
0.17341317467152217,0.14597268278687828
0.1671258806803495,0.14572056822721804
0.16787891220116324,0.18622189303763048
0.18082813898535244,0.19129933787778583
0.1686682282765146,0.09833001082439727
0.11613718183248398,0.09880241794578791
0.1176328796746289,0.19664012638352765
0.1674282350850968,0.17448288173278986
0.1720078159768847,0.19756574261715845
0.18008708345097463,0.19695574391460616
0.17990339163165503,0.18816709713699806
0.1794117000640178,0.1791405283814175
0.17976347028441436,0.1757889201902539
0.18305267995636518,0.17633234933114728
0.18068976218089594,0.18375026529402985
0.18375018612334937,0.19099027442060304
0.17077882350809892,0.05960500505247837
0.10298375801929512,0.05912969127650809
0.08618027638063958,0.04746975522069235
0.08122120054846149,0.09534254189337077
0.10582714991728524,0.1103189287534156
0.12237663285777316,0.13060793368951268
0.1368744479528241,0.14350522452335382
0.14765279269826637,0.16242182657440762
0.15307821349233797,0.13823543497570195
0.13973232419759585,0.12992046923611517
0.12674230995539126,0.053862661490491216
0.08535669029467469,0.05347602367629006
0.0798254907788791,0.07475491994296665
0.09027570470604628,0.08494732421591251
0.10329135243393961,0.10918044560195936
0.12886957321545958,0.12506795184598526
0.15444453858161747,0.07065705835505237
0.14523295824535531,0.08978114680028185
0.15944267857642047,0.17541625356271717
0.18713249588940378,0.1667446463805938
0.17207478105775953,0.19441676346381281
0.1647587578830564,0.15565031559165324
0.13860295060400468,0.15058995978737616
0.12992896063982765,0.13965830663123605
0.12498951160953678,0.1169581418120657
0.12202297075947545,0.15646580222134876
0.14237866556941392,0.1361421879977855
0.13947941401419045,0.1421629484813473
0.13919578462638468,0.14404590590157598
0.1392375796566686,0.14307807916711787
0.1341822041582253,0.098722859458997
0.11780264114308162,0.14428952658157765
0.1352109250145938,0.14772049884293642
0.1408915976462804,0.14831321988349294
0.14076212500690582,0.14346501887248944
0.14029762106186644,0.13135606033220693
0.12973750139456455,0.10282277187621451
0.11607485906138867,0.10312927991252917
0.11534815009123195,0.09569729877259106
0.11799170413650087,0.06911338059092255
0.10676062505325776,0.05231029577323588
0.09466624000051169,0.07198172690783132
0.09788771589466325,0.09434205977777047
0.10301807381013763,0.08645864048262013
0.0959493292538921,0.08758300999244704
0.10347834949227344,0.1446383626127439
0.13256079061435694,0.1500410391341112
0.14200878816700985,0.1561763208545001
0.1416519545595752,0.14336023613357354
0.1378047792500434,0.1531317495673706
0.13387105023396875,0.09245715558441457
0.11012160757619255,0.11533613945462076
0.11773135688338791,0.10623407357064266
0.12013010600871848,0.10087542140449993
0.11915791879846593,0.09922126661497373
0.11784991152456764,0.09975635520202542
0.1147508690746497,0.10298009345618957
0.10970967794478763,0.10112976728443505
0.10762137514501874,0.114087438373845
0.11499302606747012,0.05625238779785741
0.09555748340485845,0.10559163286479349
0.11582942510469116,0.1255766240300052
0.12010607479423169,0.1220733914804502
0.12110998428018044,0.1433980778024519
0.1262841692879774,0.08666699072197102
0.10353431491163087,0.1087663204605381
0.10666151920157962,0.1089622750125704
0.1070109371482078,0.10923973624390801
0.09829687016150984,0.061594802824260164
0.07244286025106925,0.07969037607923628
0.07937937554525516,0.10913536805154976
0.0986707296006438,0.11101673806429595
0.10417187425468874,0.11354918104115964
0.10979797224285176,0.13354650298449006
0.11979307512849328,0.12428067823711088
