Date,Forecast_Vol,Realized_Vol,Std_Residuals
2019-02-14,0.29114139160435826,0.26713336557948636,0.007911207587392954
2019-02-15,0.24577878345868354,0.23314930757163335,-0.0062450461906680054
2019-02-18,0.2186236397818594,0.2272805255109289,0.1892512407951699
2019-02-19,0.21498908337614298,0.26927763009840816,-0.03785855912525468
2019-02-20,0.24819757621411503,0.3141427788033437,0.005982534604749606
2019-02-21,0.28347136718218885,0.31108508508536264,0.018271400734652846
2019-02-22,0.28393560474426455,0.3089552648846286,0.13012576073348084
2019-02-25,0.2832899125860814,0.3541792417350565,0.2095686429555321
2019-02-26,0.31658945338775835,0.44801959330838187,-0.027642505194248945
2019-02-27,0.38299713617325865,0.4503679112856914,-0.03733857947310306
2019-02-28,0.3864061060923424,0.49992016642367315,0.021212978426621877
2019-03-01,0.42241996117382496,0.4963703173930577,0.04782607176133019
2019-03-04,0.42244458031581134,0.4657639373309463,0.08676478480462185
2019-03-05,0.40426810157603227,0.33176186181129946,0.09205905545169892
2019-03-06,0.31113913277077426,0.3423779596633956,0.039557337039042566
2019-03-07,0.3220320009519341,0.2144187976788066,-0.026703941536291114
2019-03-08,0.2244711139529211,0.3022312502550812,-0.10286395035062217
2019-03-11,0.29864542021994517,0.42694208394731603,0.15288619720141639
2019-03-12,0.3968186231932307,0.4643183334203787,0.05710536641728433
2019-03-13,0.42694994219094906,0.4257968633838423,-0.11027448960245033
2019-03-14,0.398771753794166,0.583275073956361,-0.05484112348526837
2019-03-15,0.5088324946710605,0.5999727989427229,0.007434928312383389
2019-03-18,0.5202475792844152,0.578139894939907,0.05367844738898851
2019-03-19,0.5077084103659354,0.4994857921018166,-0.0012056882689089508
2019-03-20,0.45490439053070775,0.4492033366382127,-0.027089214531509934
2019-03-21,0.42034369102619124,0.2993881947234474,0.020559345532163105
2019-03-22,0.306846572073237,0.2342182889906005,-0.01204034231921222
2019-03-25,0.25455470082677284,0.24347103313469626,-0.05613880057205924
2019-03-26,0.26530023367296784,0.14753849059860016,-0.10039363677075516
2019-03-27,0.17982770914729962,0.20807325305386473,0.0427212986562548
2019-03-28,0.23911362553154406,0.2382291305319332,-0.03212896529002573
2019-03-29,0.2659049069867712,0.20191258578827645,0.16086122577479545
2019-04-01,0.23156108053153,0.4245179966948968,0.182242994909017
2019-04-02,0.41377475368471195,0.4865219595249553,-0.0171808778600569
2019-04-03,0.453303718848272,0.4021025651547844,0.02348247433835844
2019-04-04,0.38519171996979573,0.39897825814073984,0.0015265637331406251
2019-04-08,0.3811934415801148,0.37118666473032186,-0.05611638454624479
2019-04-09,0.35786085171445703,0.3788589871081626,0.0033547575524821354
2019-04-10,0.3660853504662503,0.18976321414302982,-0.021385760456059163
2019-04-11,0.21257121554551536,0.19076062391406867,-0.10061556681702455
2019-04-12,0.21393244660169794,0.17773744114411757,0.014413727755846652
2019-04-15,0.20272352398206497,0.18750873994285427,-0.08579044121046855
2019-04-16,0.21238237381445238,0.17278553852143672,0.09636310742001766
2019-04-17,0.19922293375693848,0.26837114685360636,0.03989845988783944
2019-04-18,0.2785314387897475,0.2795957542095288,-0.02853784972850116
2019-04-19,0.2828572414583373,0.2313557801805799,0.03455479598180283
2019-04-22,0.2397353093018065,0.23946361231794797,-0.05359310298999455
