Date,Weight,Forecast_Vol,Return
2019-02-14,0.0,0.32018654073972724,0.0
2019-02-15,0.0,0.29493981382001205,-0.0
2019-02-18,0.0,0.27177079716862623,0.0
2019-02-19,0.0,0.2645158508597657,-0.0
2019-02-20,0.7142410936986759,0.2769742719811318,0.0
2019-02-21,0.7041616587412552,0.2953968736900013,0.0036993539836348613
2019-02-22,0.6992770439947238,0.29203028552362803,0.02601689871915234
2019-02-25,0.6920517029706273,0.29885922703291784,0.04151515830045461
2019-02-26,0.665398618583588,0.3468170825555446,-0.006056369982754534
2019-02-27,0.626085482711813,0.40821406851852227,-0.009515579110651557
2019-02-28,0.5904350453150867,0.4318301652044486,0.005131912889263541
2019-03-01,0.5610014623661324,0.44113063906368893,0.011928374919022627
2019-03-04,0.5414888609035111,0.42661930568749007,0.020562562738087303
2019-03-05,0.5343044058496712,0.3943633924196085,0.020152342122618818
2019-03-06,0.5468750544519726,0.336164851574618,0.006576130967412211
2019-03-07,0.5565469121373416,0.3367722551975801,-0.004702865152083151
2019-03-08,0.5858470910219652,0.2858168124134316,-0.012850660715384491
2019-03-11,0.5902956075609064,0.3291157224978466,0.026749054149851646
2019-03-12,0.5737196061597565,0.3932285823148165,0.013376377942611628
2019-03-13,0.0,0.4118924442232539,-0.02701168753321234
2019-03-14,0.0,0.4162962445456071,-0.0
2019-03-15,0.5151703469537996,0.48287343711674013,0.0
2019-03-18,0.0,0.5026838126931197,0.014386689791230731
2019-03-19,0.0,0.47584739167283413,-0.0
2019-03-20,0.4746758251597056,0.43063310461155047,-0.0
2019-03-21,0.48199664209168847,0.39125981847316943,0.004102144394862003
2019-03-22,0.5136643789323069,0.31252320150389556,-0.0017807548559239741
2019-03-25,0.0,0.26464954762486553,-0.007340467460919954
2019-03-26,0.0,0.2501006828223289,-0.0
2019-03-27,0.0,0.20975734023940978,0.0
2019-03-28,0.0,0.23594025095527932,-0.0
2019-03-29,0.7251154574984022,0.25779552603309197,0.0
2019-04-01,0.7349108441613836,0.258377453567916,0.03060015266714982
2019-04-02,0.6917173000479746,0.3853173793521397,-0.0052244912421080345
2019-04-03,0.6453124763887889,0.4349837395824244,0.007363118426420567
2019-04-04,0.6141924259687832,0.4083610124950452,0.00037945646508433494
2019-04-08,0.5917628502589307,0.3983479215680399,-0.013138311987702631
2019-04-09,0.0,0.3698807272473701,0.0007104328588128285
2019-04-10,0.0,0.33960221254122697,-0.0
2019-04-11,0.0,0.22758860306232503,-0.0
2019-04-12,0.0,0.21795474895348993,0.0
2019-04-15,0.0,0.2180228534796846,-0.0
2019-04-16,0.0,0.2277465856328358,0.0
2019-04-17,0.7969622495991567,0.21975038983170925,0.0
2019-04-18,0.7916755479094205,0.259561636672049,-0.006334804772106184
2019-04-19,0.7891793924077871,0.2566750907108388,0.0077378958770214674
2019-04-22,0.8025078576036201,0.2336940391210554,-0.01013950283220689
2019-04-23,0.0,0.2282232213359071,-0.006948133160672399
2019-04-24,0.8416749437547131,0.21292948979887344,0.0
2019-04-25,0.0,0.1853249727012054,-0.02490957253463681
2019-04-26,0.0,0.2372658947769957,-0.0
2019-05-06,0.0,0.2946912666428748,-0.0
2019-05-07,0.0,0.3517173443263015,0.0
2019-05-08,0.0,0.5519050334026491,-0.0
2019-05-09,0.0,0.6,-0.0
2019-05-10,0.0,0.5979346378885534,0.0
2019-05-13,0.5216864289341265,0.6,-0.0
2019-05-14,0.4883287037561018,0.5635418794299392,-0.003632925093819741
2019-05-15,0.4915790570100014,0.39636891283106757,0.01046579887440436
2019-05-16,0.5034139606664345,0.3631388735425591,0.0020133099148245117
2019-05-17,0.0,0.3676546198913799,-0.018155607319428207
2019-05-20,0.0,0.376443633487598,-0.0
2019-05-21,0.5188139197554943,0.3758363338137567,0.0
2019-05-22,0.0,0.36667335875736673,-0.0010895284372469882
2019-05-23,0.0,0.3637657169949292,-0.0
2019-05-24,0.0,0.3434025832156574,-0.0
2019-05-27,0.5504522773734776,0.33746017506820325,0.0
2019-05-28,0.5793798094621009,0.2877325649805526,0.0015397537103524369
2019-05-29,0.5888489589841704,0.3191189522284088,0.0
2019-05-30,0.5977036359320609,0.315894714953646,-0.004126494662230585
2019-05-31,0.6077310444524515,0.30871788182571697,0.0012596086112378105
2019-06-03,0.0,0.2740235904170369,-0.006000188114114139
2019-06-04,0.0,0.2494072376920346,-0.0
2019-06-05,0.0,0.16733982358960783,-0.0
2019-06-06,0.0,0.14678302384742212,-0.0
2019-06-10,0.0,0.1483342807109693,0.0
2019-06-11,0.9989156196932704,0.18730390235271538,0.0
2019-06-12,0.9714076789565171,0.23218666252582737,-0.012653574214269322
2019-06-13,0.8998530545338874,0.3259268813892712,0.006855486008228512
2019-06-14,0.8366049543136336,0.3426931050555243,-0.01596098044383997
2019-06-17,0.7887828909250519,0.3347310358278453,-0.004202527153025228
2019-06-18,0.0,0.32222468581312286,0.005654376539332507
2019-06-19,0.7385665163041871,0.2975396129043283,0.0
2019-06-20,0.7847744930549564,0.2062692658927575,0.0129168348145278
2019-06-21,0.8350211061950908,0.193048784818734,0.016692240153251037
2019-06-24,0.8556325135556964,0.21320185487166637,-0.007402219364860954
2019-06-25,0.890075435685342,0.194581465876131,-0.010614464576905128
2019-06-26,0.9015825000650608,0.21105712280633407,0.0036957727038293415
2019-06-27,0.890905163266593,0.23579460801419522,0.012981546077296008
2019-06-28,0.0,0.2316164317029273,-0.007307512279390578
2019-07-01,0.8925282783260562,0.21716762321028066,0.0
2019-07-02,0.9039480710546793,0.21060895388792322,0.0
2019-07-03,0.8660247998860089,0.27998196872620296,-0.01386543146907313
2019-07-04,0.8318521122266083,0.2877029866916642,-0.007012433945359613
2019-07-05,0.7961090727939395,0.30621450932169003,0.008968861181350816
2019-07-08,0.0,0.3040327064491364,-0.022732020125437496
2019-07-09,0.0,0.2915606122734371,0.0
2019-07-10,0.0,0.24801864385896752,-0.0
2019-07-11,0.0,0.24575138038752356,0.0
2019-07-12,0.0,0.23917750588049527,0.0
2019-07-15,0.7968692193874188,0.23762550281261086,0.0
2019-07-16,0.8168426638738937,0.22303097172791775,0.0
2019-07-17,0.9008505152494095,0.16169692243991474,0.0016441100307760558
2019-07-18,0.9889158572734216,0.14912272309901647,-0.013382198059857802
2019-07-19,1.0771291413208366,0.13986187322006838,0.010705495652224237
2019-07-22,0.0,0.1800771605838281,-0.01827543242932463
2019-07-23,1.073812601174002,0.19347192048972062,0.0
2019-07-24,1.059498536706175,0.19955254754570612,0.012255856027065894
2019-07-25,1.0273182896289954,0.22256910821473458,0.005643159332654556
2019-07-26,0.9967960270686549,0.22864799904154165,0.0
2019-07-29,0.9932651551420079,0.20426053415107878,0.001983609398651051
2019-07-30,1.00714363014217,0.1882073898006477,0.008520315402951041
2019-07-31,1.1029187134038967,0.13458777697257665,-0.006639066204932279
2019-08-01,1.2279858936881378,0.11572368925564142,0.0029139710064132155
2019-08-02,1.318407169274799,0.11904108088502025,-0.012210753815476972
2019-08-05,0.0,0.11697799468661033,-0.024826151020663993
2019-08-06,0.0,0.1434452896871204,-0.0
2019-08-07,0.0,0.18622934418992027,-0.0
2019-08-08,0.0,0.1834691158477812,0.0
2019-08-09,0.0,0.19406098856144033,-0.0
2019-08-12,1.1688052687775474,0.2191480741700685,0.0
2019-08-13,1.1165085987032122,0.22042893039694805,-0.012652886118839244
2019-08-14,1.0583543362570862,0.24220778603117638,0.005304065656858025
2019-08-15,1.017812701497853,0.23374147956759972,0.014941740711581183
2019-08-16,0.987951806758006,0.23027991399333986,0.009468052157815125
2019-08-19,0.9657939680030709,0.2280078939066513,0.035929476984283094
2019-08-20,0.9502626192662996,0.22519042612283002,-0.009283567808151648
