Model,Actual_Violations,Kupiec_pvalue,Christoffersen_pvalue,DQ_pvalue,Distance_to_0.05
VaR_normal,97,0.0030648509952307945,0.8000767496864517,0.8027796789305064,0.04693514900476921
VaR_student_t,63,0.3011632993436024,0.6064293079421716,0.6250797256955953,0.25116329934360243
VaR_empirical,74,0.7489559600779907,0.2787185466483497,0.2499205296788124,0.6989559600779907
