Model,Actual_Violations,Kupiec_pvalue,Christoffersen_pvalue,DQ_pvalue,Distance_to_0.05
VaR_normal,14,0.9780707359729793,0.22203051887767078,0.8544278332769095,0.9280707359729793
VaR_student_t,8,0.0786935873120278,0.49028233318029435,0.9994629761397571,0.0286935873120278
VaR_empirical,14,0.9780707359729793,0.7287400634012988,0.7159368901531384,0.9280707359729793
