Strategy,Return_crisis,Sharpe_crisis,Drawdown_crisis
Static,-0.153960639424203,-0.5186224608457884,0.15653661521349
Vol-managed,0.12499884861299766,0.3160612192842667,0.20271483177240004
Regime-based,-0.08049272920788927,-0.3671725014730049,0.10862400357990323
