Date,GARCH,ML,Realized,HAR,Hybrid_Weighted,Forecast_Vol,Realized_Vol,GARCH_Vol,ML_Vol,Rolling_Weight_GARCH,Rolling_Weight_ML
2023-11-09,0.12732833658644954,0.1278799119270987,0.12961598620270512,0.12732833658644954,0.12760412425677412,0.12760412425677412,0.12961598620270512,0.12732833658644954,0.1278799119270987,0.5,0.5
2023-11-10,0.13019431383227065,0.12377633933658214,0.11661886602396554,0.13019431383227065,0.1269853265844264,0.1269853265844264,0.11661886602396554,0.13019431383227065,0.12377633933658214,0.5,0.5
2023-11-13,0.1205253013498094,0.1198263582450782,0.12611842014616662,0.1205253013498094,0.1201758297974438,0.1201758297974438,0.12611842014616662,0.1205253013498094,0.1198263582450782,0.5,0.5
2023-11-14,0.12760380123105122,0.10884363653622241,0.04524151032627312,0.12760380123105122,0.11822371888363681,0.11822371888363681,0.04524151032627312,0.12760380123105122,0.10884363653622241,0.5,0.5
2023-11-15,0.058132767703252416,0.10022309840639765,0.05149374757415161,0.058132767703252416,0.07917793305482504,0.07917793305482504,0.05149374757415161,0.058132767703252416,0.10022309840639765,0.5,0.5
2023-11-16,0.06527174668474567,0.09391478687894599,0.08214865006330858,0.06527174668474567,0.07959326678184583,0.07959326678184583,0.08214865006330858,0.06527174668474567,0.09391478687894599,0.5,0.5
2023-11-17,0.09530693085952874,0.09995609615521296,0.1053557536343731,0.09530693085952874,0.09763151350737084,0.09763151350737084,0.1053557536343731,0.09530693085952874,0.09995609615521296,0.5,0.5
2023-11-20,0.11589785875877752,0.09774691807574502,0.0953013497233249,0.11589785875877752,0.10682238841726127,0.10682238841726127,0.0953013497233249,0.11589785875877752,0.09774691807574502,0.5,0.5
2023-11-21,0.10785273666120043,0.09672325598472897,0.09745282894922576,0.10785273666120043,0.1022879963229647,0.1022879963229647,0.09745282894922576,0.10785273666120043,0.09672325598472897,0.5,0.5
2023-11-22,0.10703528927491443,0.08850534774412865,0.09788752559653623,0.10703528927491443,0.09777031850952153,0.09777031850952153,0.09788752559653623,0.10703528927491443,0.08850534774412865,0.5,0.5
2023-11-23,0.10522733420380327,0.09874991221125624,0.09625992742138133,0.10522733420380327,0.10198862320752976,0.10198862320752976,0.09625992742138133,0.10522733420380327,0.09874991221125624,0.5,0.5
2023-11-24,0.10288722353789395,0.09957135445456879,0.09245511265884547,0.10288722353789395,0.10122928899623138,0.10122928899623138,0.09245511265884547,0.10288722353789395,0.09957135445456879,0.5,0.5
2023-11-27,0.09954956931281864,0.10181111856528186,0.10215136436912121,0.09954956931281864,0.10068034393905025,0.10068034393905025,0.10215136436912121,0.09954956931281864,0.10181111856528186,0.5,0.5
2023-11-28,0.10658260438601565,0.09798616140946619,0.10143387273977675,0.10658260438601565,0.10228438289774092,0.10228438289774092,0.10143387273977675,0.10658260438601565,0.09798616140946619,0.5,0.5
2023-11-29,0.10574610798973441,0.1026834180450613,0.10317048089725939,0.10574610798973441,0.10421476301739785,0.10421476301739785,0.10317048089725939,0.10574610798973441,0.1026834180450613,0.5,0.5
2023-11-30,0.106579471572354,0.10587705175443296,0.09677656767121319,0.106579471572354,0.10622826166339348,0.10622826166339348,0.09677656767121319,0.106579471572354,0.10587705175443296,0.5,0.5
2023-12-01,0.10163093537817483,0.10151840536398771,0.08437351493357322,0.10163093537817483,0.10157467037108127,0.10157467037108127,0.08437351493357322,0.10163093537817483,0.10151840536398771,0.5,0.5
2023-12-04,0.09135599459063098,0.0952037352954801,0.08051739704112001,0.09135599459063098,0.09327986494305554,0.09327986494305554,0.08051739704112001,0.09135599459063098,0.0952037352954801,0.5,0.5
2023-12-05,0.08841595867412655,0.09045780495963233,0.0778836152753759,0.08841595867412655,0.08943688181687945,0.08943688181687945,0.0778836152753759,0.08841595867412655,0.09045780495963233,0.5,0.5
2023-12-06,0.08636812787095911,0.11216564460629323,0.12497740882386882,0.08636812787095911,0.09926688623862617,0.09926688623862617,0.12497740882386882,0.08636812787095911,0.11216564460629323,0.5,0.5
2023-12-07,0.1246520755043382,0.13311326441819468,0.13790665795604531,0.1246520755043382,0.12888266996126643,0.12888266996126643,0.13790665795604531,0.1246520755043382,0.13311326441819468,0.5,0.5
2023-12-08,0.13312096463448111,0.15238183738700062,0.1254522368547243,0.13312096463448111,0.14275140101074085,0.14275140101074085,0.1254522368547243,0.13312096463448111,0.15238183738700062,0.5,0.5
2023-12-11,0.12212530679940461,0.1475132478278861,0.13956432763936763,0.12212530679940461,0.13481927731364535,0.13481927731364535,0.13956432763936763,0.12212530679940461,0.1475132478278861,0.5,0.5
