Market,Model_Type,MSE,RMSE,QLIKE,Correlation
CSI_300,HYBRID,0.0045594923153885,0.0675240128797785,0.043849502464807,0.8797080540527913
CSI_300,RF_ML,0.006553977716969845,0.08095664096891524,0.05317102980395884,0.8383476952576163
